연번,시군,읍면동,시설종류,시설용도(공공용 시설건물 주용도),민방위대피시설명칭,주소(도로명 주소),주소(지번 주소),대피가능면적(제곱미터),대피 가능인원(명)
454,영주시,휴천1동,공공용,주거시설,세영첼시빌 아파트 지하주차장 1층,"경상북도 영주시 남간로 71번길 10 (휴천동, 세영첼시빌)",경상북도 영주시 휴천동 1213번지,1220,1220
455,영주시,영주2동,공공용,종교시설,신영주교회 지하교육관1층,경상북도 영주시 원당로 30 (가흥동),경상북도 영주시 가흥동 1450번지 1호,250,250
456,영주시,가흥1동,공공용,주거시설,가흥주공아파트 지하대피소 1층,경상북도 영주시 대학로 130 (가흥동),경상북도 영주시 가흥동 1385번지,3292,3292
457,영주시,가흥1동,공공용,주거시설,현대2차강변아파트 101동 지하주차장 1층,"경상북도 영주시 대동로 98 (가흥동, 현대2차강변아파트)",경상북도 영주시 가흥동 331번지 2호,2611,2611
458,영주시,가흥1동,공공용,주거시설,부영아파트 지하주차장 1~2층,"경상북도 영주시 대동로 7 (가흥동, 영주가흥사랑으로부영아파트)",경상북도 영주시 가흥동 1620번지,57305,57305
459,영주시,가흥1동,공공용,주거시설,세영리첼아파트 지하주차장 1~2층,"경상북도 영주시 대동로 2 (가흥동, 세영리첼아파트)",경상북도 영주시 가흥동 1796번지,22843,22843
460,영주시,가흥1동,공공용,학교시설,영주폴리텍VI대학 본관 지하1층,경상북도 영주시 가흥로 2 (문정동),경상북도 영주시 문정동 580번지,327,327
461,영주시,가흥1동,공공용,관공서,영주교육지원청 지하공공업무시설 1층,경상북도 영주시 가흥로 165 (가흥동),경상북도 영주시 가흥동 279번지 2호,391,391
462,영주시,가흥1동,공공용,주거시설,코아루노블아파트 지하주차장 1층,경상북도 영주시 대학로261번길 27(가흥동),경상북도 영주시 가흥동 1619번지,4442,4442
463,영주시,가흥2동,공공용,학교시설,영주여자중학교 기계실 지하1층,"경상북도 영주시 신재로 14 (가흥동, 영주여자중학교)",경상북도 영주시 가흥동 521번지 12호,268,268
464,영주시,가흥2동,공공용,주거시설,가흥동 현대아파트 지하대피소 1층,"경상북도 영주시 신재로 12번길 67 (가흥동, 현대아파트)",경상북도 영주시 가흥동 520번지 3호,2099,2099
465,영주시,가흥2동,공공용,주거시설,가흥동 3주공아파트 주민복지관 지하1층,경상북도 영주시 가흥로 343 (가흥동),경상북도 영주시 가흥동 1488번지,438,438
466,영주시,상망동,공공용,주거시설,코아루아파트 지하주차장 1층,"경상북도 영주시 원당로 225번길 67 (상망동, 코아루아파트)",경상북도 영주시 상망동 834번지,15012,15012
467,영주시,상망동,공공용,주거시설,영남동산아파트 1동 지하추자장 1층,"경상북도 영주시 원당로 223번길 지하 57 (하망동, 영남동산아파트 1동 지하주차장에 대피소가 위치함)",경상북도 영주시 하망동 88번지 1동 지하주차장에 대피소가 위치함,1150,1150
468,영주시,상망동,공공용,주거시설,경일미래타운아파트 지하주차장 1층,"경상북도 영주시 웃무리로 13번길 15 (상망동, 경일미래타운)",경상북도 영주시 상망동 562번지 2호,2457,2457
469,영주시,상망동,공공용,관공서,상망동 행정복지센터 지하주차장 1층,경상북도 영주시 광복로 87,경상북도 영주시 하망동 154번지 3호,779,779
470,영주시,영주1동,공공용,의료시설,영주기독병원 지하1층,경상북도 영주시 구성로 380 (영주동),경상북도 영주시 영주동 547번지 4호,132,132
471,영주시,영주1동,공공용,종교시설,영주제일교회 지하1층,경상북도 영주시 광복로 37 (영주동),경상북도 영주시 영주동 42번지 11호,188,188
472,영주시,영주1동,공공용,상업시설,남서울예식장 지하식당 1층,경상북도 영주시 광복로 32번길 16 (영주동),경상북도 영주시 영주동 352번지 4호,298,298
473,영주시,영주2동,공공용,관공서,영주우체국 지하주차장 1~2층,"경상북도 영주시 중앙로 49 (영주동, 영주우체국)",경상북도 영주시 영주동 423번지 1호,1193,1193
474,영주시,영주2동,공공용,주거시설,동진타워아파트 지하주차장 1~2층,"경상북도 영주시 선비로 223 (영주동, 동진타워아파트)",경상북도 영주시 영주동 513번지 3호,2605,2605
475,영주시,영주2동,공공용,관공서,시민회관 지하1층,"경상북도 영주시 선비로 213 (영주동, 시민회관)",경상북도 영주시 영주동 470번지 62호,278,278
476,영주시,풍기읍,공공용,금융시설,농협풍기지점 사무소 지하1층,경상북도 영주시 풍기읍 풍기로 65 (농협풍기지점),경상북도 영주시 풍기읍 26번지 1호,100,100
477,영주시,풍기읍,공공용,상업시설,풍기호텔 지하1층,경상북도 영주시 풍기읍 풍기로 53 (풍기호텔),경상북도 영주시 풍기읍 51번지 15호,826,826
478,영주시,풍기읍,공공용,교육연구시설,풍기우정교육센터 지하교육원 1층,경상북도 영주시 풍기읍 죽령로 1396 (풍기온천수련원우체국),경상북도 영주시 풍기읍 438번지,616,616
479,영주시,풍기읍,공공용,학교시설,동양대학교 현암관 지하1층,경상북도 영주시 풍기읍 동양대로 145 (동양대학교),경상북도 영주시 풍기읍 574번지,130,130
480,영주시,풍기읍,공공용,학교시설,동양대학교 신재1관 지하1층,경상북도 영주시 풍기읍 동양대로 145 (동양대학교),경상북도 영주시 풍기읍 574번지,165,165
481,영주시,풍기읍,공공용,관공서,풍기읍 주민자치센터 지하1층,경상북도 영주시 풍기읍 동성로 18 (풍기문화의집),경상북도 영주시 풍기읍 463번지 1호,100,100
482,영주시,하망동,공공용,상업시설,농협중앙회 지하주차장 1층,경상북도 영주시 중앙로 100 (하망동),경상북도 영주시 하망동 343번지 12호 농협중앙회,443,443
483,영주시,하망동,공공용,주거시설,코오롱2차아파트 지상1층 주차장,"경상북도 영주시 영주로 303 (하망동, 코오롱2차아파트)",경상북도 영주시 하망동 276번지 23호 코오롱2차아파트,410,410
484,영주시,하망동,공공용,주거시설,코오롱2차아파트 보일러실 1층,"경상북도 영주시 영주로 303 (하망동, 코오롱2차아파트)",경상북도 영주시 하망동 276번지 23호 코오롱2차아파트,965,965
485,영주시,영주1동,공공용,금융시설,대구은행 지하주차장 1층,경상북도 영주시 번영로 149 (하망동),경상북도 영주시 하망동 344번지 34호 대구은행,298,298
486,영주시,하망동,공공용,주거시설,스카이타운 아파트 지하주차장 1층,"경상북도 영주시 번영로 128 (하망동, 스카이타운)",경상북도 영주시 하망동 366번지 1호 스카이타운,2249,2249
487,영주시,휴천1동,공공용,주거시설,현대동산아파트 지하주차장 1층,"경상북도 영주시 남간로 38-10 (휴천동, 현대동산아파트)",경상북도 영주시 휴천동 168번지,3461,3461
488,영주시,휴천2동,공공용,주거시설,현대2차 아파트 203동 지하주차장 1층,"경상북도 영주시 지천로50번길 38 (휴천동, 휴천2차현대아파트)",경상북도 영주시 휴천동 452번지,1179,1179
489,영주시,휴천2동,공공용,관공서,영주시청 구내식당 지하1층,"경상북도 영주시 시청로 1 (휴천동, 영주시청)",경상북도 영주시 휴천동 470번지,256,256
490,영주시,휴천2동,공공용,관공서,영주시청 대피소 주차장 지하1층,"경상북도 영주시 시청로 1 (휴천동, 영주시청)",경상북도 영주시 휴천동 470번지,661,661
491,영주시,휴천2동,공공용,상업시설,벨리나웨딩홀 지하식당 1층,경상북도 영주시 선비로 104 (휴천동),경상북도 영주시 휴천동 302번지 1호,787,787
492,영주시,휴천2동,공공용,학교시설,경북전문대 학생군사교육단 지하1층,"경상북도 영주시 대학로 77 (휴천동, 경북전문대학교)",경상북도 영주시 휴천동 630번지,529,529
493,영주시,휴천3동,공공용,방송통신시설,KT영주지사 지하주차장 1층,"경상북도 영주시 구성로 269 (휴천동, 한국통신)",경상북도 영주시 휴천동 677번지,119,119
494,영주시,휴천3동,공공용,상업시설,농협파머스마켓 지하주차장 1층,"경상북도 영주시 구성로 25 (휴천동, GS25 편의점)",경상북도 영주시 휴천동 962번지 5호,4438,4438
495,영주시,휴천3동,공공용,주거시설,남산현대아파트 지하주차장 1~2층,"경상북도 영주시 구성로 142번길 20 (휴천동, 남산현대아파트)",경상북도 영주시 휴천동 1777번지,5769,5769
496,영주시,가흥2동,공공용,상업시설,로컬푸드직매장 지하주차장 1층,경상북도 영주시 대학로284번길 5(가흥동),경상북도 영주시 가흥동 1530번지,830.72,830
497,영주시,휴천1동,공공용,주거시설,화성라온빌아파트 지하주차장 1층,"경상북도 영주시 남간로 71번길 46 (휴천동, 화성라온빌)",경상북도 영주시 휴천동 1980번지,557,557
498,영주시,가흥2동,공공용,주거시설,영주가흥더리브스위트엠아파트 지하주차장,"경상북도 영주시 대학로 324 (가흥동, 영주가흥더리브스위트엠)",경상북도 영주시 가흥동 2057번지,9240,9240
499,영천시, 금호읍,공공용,주거시설,윤성모닝타운,영천시 금호읍 원제2길 16-8,영천시 금호읍 원제리 20,4950,4950
500,영천시, 금호읍,공공용,주거시설,금호우방타운,영천시 금호읍 덕성길 12,영천시 금호읍 교대리 410,2640,2640
501,영천시, 금호읍,공공용,주거시설,태성맨션,영천시 금호읍 금호로 88,영천시 금호읍 덕성리 101-4,1120,1120
502,영천시,동부동,공공용,주거시설,한신더휴아파트,영천시 망정1길 171,영천시 야사동 671,39704,39704
503,영천시,동부동,공공용,운동시설,효성볼링장,영천시 호국로 27(야사동),영천시 야사동 290-1,990,990
504,영천시,동부동,공공용,금융시설,영동새마을금고,영천시 호국로 36-1(야사동),영천시 야사동 295-1,320,320
505,영천시,동부동,공공용,주거시설,영천망정1.2단지1주공,영천시 동부로 40(망정동),영천시 망정동 129,855,855
506,영천시,동부동,공공용,주거시설,영천망정1.2단지2주공,영천시 동부로 40(망정동),영천시 망정동 129,2010,2010
507,영천시,동부동,공공용,주거시설,청구1차아파트,영천시 모란1길 18(야사동),영천시 야사동 350-1,2081,2081
508,영천시,동부동,공공용,주거시설,청구2차아파트,영천시 모란1길 18(야사동),영천시 야사동 350-1,1758,1758
509,영천시,동부동,공공용,주거시설,영천창신타운,영천시 창신1길 21,영천시 망정동 471,7326,7326
510,영천시,동부동,공공용,주거시설,영천우방타운,영천시 동부로 15(야사동),영천시 야사동 202,3014,3014
511,영천시,동부동,공공용,주거시설,영천망정3.4단지4주공,영천시 동부로 14(망정동),영천시 망정동 116,4314,4314
512,영천시,동부동,공공용,주거시설,망정휴먼시아5단지,영천시 망정로 80(망정동),영천시 망정동 378-1,6570,6570
513,영천시,동부동,공공용,주거시설,청솔 아파트,영천시 창신1길 42,영천시 망정동 461,3568,3568
514,영천시,동부동,공공용,주거시설,보성스타팰리스,영천시 망정1길 138,영천시 망정동 309-2,4109,4109
515,영천시,중앙동,공공용,관공서,영천시청,영천시 시청로 16(문외동),영천시 문외동 16,1007,1007
516,영천시,중앙동,공공용,관공서,영천시보건소,영천시 옛군청1길 31(문내동),영천시 문내동 152-1,250,250
517,영천시,중앙동,공공용,주거시설,무궁화타운,영천시 충효로 97(문외동),영천시 문외동 49,989,989
518,영천시,중앙동,공공용,주거시설,삼산무지개타운,영천시 청산길 29(문외동),영천시 문외동 200,2281,2281
519,영천시,중앙동,공공용,관공서,농업기술센터,영천시 천문로 622-13(오미동),영천시 오미동 1146-2,99,99
520,영천시,중앙동,공공용,주거시설,대동다숲 아파트,"영천시 중앙동1길 102-10,11",영천시 문외동 143,3120,3120
521,영천시,서부동,공공용,의료시설,영남대학교부속영천병원,영천시 오수1길 10(오수동),영천시 오수동 307,495,495
522,영천시,서부동,공공용,관공서,영천교육청,영천시 장수로 18-2(화룡동),영천시 화룡동 203,147,147
523,영천시,서부동,공공용,금융시설,교동새마을금고,영천시 최무선로 214(성내동),영천시 성내동 193-1,258,258
524,영천시,서부동,공공용,관공서,청소년수련관,영천시 운동장로 92(교촌동),영천시 교촌동 336-2,330,330
525,영천시,완산동,공공용,금융시설,농협중앙회영천시지회,영천시 완산로 48(완산동),영천시 완산동 974-18,512,512
526,영천시,완산동,공공용,상업시설,스타컨벤션웨딩,영천시 구읍 1길 9(완산동),영천시 완산동 1100,793,793
527,영천시,완산동,공공용,금융시설,대구은행영천지점,영천시 시장로 45(완산동),영천시 완산동 1072-5,990,990
528,영천시,완산동,공공용,상업시설,SD웨딩컨벤션,영천시 완산로 68(완산동),영천시 완산동 100-19,627,627
529,영천시,완산동,공공용,주거시설,완산청구하이츠 아파트,영천시 강남길 31,영천시 완산동 988-4,4195,4195
530,영천시,완산동,공공용,주거시설,완산 미소지움(1차),영천시 완산5길 25,영천시 완산동 1460,16846,16846
531,영천시,완산동,공공용,주거시설,완산 미소지움(2차),영천시 완산5길 111,영천시 완산동 1470,25714,25714
532,영천시,완산동,공공용,주거시설,e편한세상 센텀스타시티 1블럭,영천시 완산9길 15,영천시 완산동 1436,21837,21837
533,영천시,완산동,공공용,주거시설,e편한세상 센텀스타시티 2블럭,영천시 완산9길 16,영천시 완산동 1437,23481,23481
534,영천시,완산동,공공용,관공서,완산동행정복지센터,영천시 시장로 151,영천시 완산동 502,698,698
535,영천시,완산동,공공용,상업시설,고은스퀘어 지하주차장,영천시 시장로 106,영천시 완산동 1403,871,871
536,영천시,완산동,공공용,상업시설,완산골드타워지하주차장,영천시 시장로 120,영천시 완산동 1411,1054,1054
537,영천시,남부동,공공용,관공서,한전영천지점,영천시 천문로 199(금노동),영천시 금노동 388-16,105,105
538,영천시,남부동,공공용,주거시설,가와인 아파트,영천시 봉동1길 51,영천시 봉동 805,9224,9224
539,영천시,동부동,공공용,주거시설,인터불고코아루아파트,영천시 창신1길 42,영천시 망정동 461,12569.35,12569
540,영천시,동부동,공공용,주거시설,아이존빌스타아파트,영천시 창신1길 35,영천시 망정동 468,24383.89,24383
541,상주시,남원동,공공용,주차장,상주시공영유료주차장 지하 1층,상산로 256-5(남성동),경상북도 상주시 남성동 85번지 49호,1424,1424
542,상주시,남원동,공공용,주거시설,대림아크로빌아파트 지하주차장 1층,상서문로 5(낙양동),경상북도 상주시 낙양동 171번지 3호,1593,1593
543,상주시,북문동,공공용,주거시설,상주 무양엘에이치천년나무아파트 지하주차장 1층,상주시 동수4길 33(무양동),경상북도 상주시 무양동 299번지,13518,13518
544,상주시,북문동,공공용,주거시설,상주 무양엘에이치7단지아파트 지하주차장 1층,상주시 동수4길 55(무양동),경상북도 상주시 무양동 300번지,12411,12411
545,상주시,계림동,공공용,주거시설,진주맨션2차 지하주차장 1층,상주시 냉림안길 52(냉림동),경상북도 냉림동 155번지,1834,1834
546,상주시,계림동,공공용,상업시설,KT 상주지사 지하 1층,상산로389(냉림동),경상북도 상주시 냉림동 373번지 1호,432,432
547,상주시,계림동,공공용,주차장,부민강변타운 지하주차장 1층,상주시 복룡냉림길 37(냉림동),경상북도 상주시 냉림동 42번지 1호,1390,1390
548,상주시,계림동,공공용,의료시설,성모병원 지하 1층,상주시 냉림서성길 7(냉림동),경상북도 상주시 냉림동 350번지 5호,1502,1502
549,상주시,계림동,공공용,주거시설,지엘리더스파크골드 1단지아파트 지하주차장 1층,상주시 영남제일로1651(냉림동),경상북도 상주시 냉림동 111번지,787,787
550,상주시,계림동,공공용,주거시설,지엘리더스파크골드 2단지아파트 지하주차장 1층,상주시 영남제일로 1649(냉림동),경상북도 상주시 냉림동 111번지 5호,720,720
551,상주시,남원동,공공용,주거시설,경희삼백2차아파트 지하주차장 1층,상주시 낙양3길 29(낙양동),경상북도 상주시 낙양동 145번지 1호,1897,1897
552,상주시,남원동,공공용,주차장,국민은행 상주지점 지하주차장 1층,상산로269(남성동),경상북도 상주시 남성동 12번지 10호,370,370
553,상주시,남원동,공공용,주거시설,명지1차아파트 지하주차장 1층,상주시 경상대로 2930-10(낙양동),경상북도 상주시 낙양동 199번지 1호,3451,3451
554,상주시,남원동,공공용,주거시설,명지2차아파트 지하주차장 1층,상주시 경상대로 2930-9(낙양동 명지2차아파트),경상북도 상주시 낙양동 199번지 39호,998,998
555,상주시,남원동,공공용,주거시설,무지개타운 지하주차장 1층,상서문2길 114-11(남성동),경상북도 상주시 남성동 120번지 5호,1570,1570
556,상주시,남원동,공공용,의료시설,상주적십자병원 지하 1층,상주시 상서문로 53(남성동),경상북도 상주시 남성동 33번지 27호,1256,1256
557,상주시,남원동,공공용,관공서,상주시청(시 청사) 지하 1층,상산로 223(남성동),경상북도 상주시 남성동 140번지 3호,327,327
558,상주시,북문동,공공용,주거시설,상주무양태왕아너스 아파트 지하주차장 1층,상주시 동수4길 42-7(무양동),경상북도 상주시 무양동 318,6988,6988
559,상주시,동문동,공공용,주거시설,우방아파트 지하주차장 1층,상주시 복룡3길 7(복룡동),경상북도 상주시 복룡동 230번지 11호,4070,4070
560,상주시,동성동,공공용,주거시설,경희삼백1차아파트 지하주차장 1층,상주시 성동1길 74,경상북도 상주시 성동동 63번지,2198,2198
561,상주시,동성동,공공용,관공서,상주경찰서 지하 1층,상주시 중앙로 230(성하동),경상북도 상주시 성하동 13번지 2호,408,408
562,상주시,북문동,공공용,주거시설,지엘리베라움아파트 지하주차장 1층,상주시 봉양1길 126(무양동),경상북도 상주시 무양동 315번지,9396,9396
563,상주시,사벌국면,공공용,관공서,사벌국면행정복지센터 지하 1층,상주시 사벌국면 덕담1길 39,경상북도 상주시 사벌국면 덕담리 391번지3,76,76
564,상주시,신흥동,공공용,주거시설,동아아파트 상가 지하 1층,상주시 상산로 145(신봉동),경상북도 상주시 신봉동 179번지 4호,582,582
565,상주시,신흥동,공공용,주거시설,명지3차아파트 지하주차장 1층,상주시 경상대로2749-10(신봉동),경상북도 상주시 신봉동 603번지 1호,3270,3270
566,상주시,신흥동,공공용,학교시설,상주고등학교 지하 1층,"상주시 상산로 117 (신봉동, 상주고등학교)",경상북도 상주시 신봉동 258번지,173,173
567,상주시,신흥동,공공용,학교시설,경북대학교 상주캠퍼스 8호관 지하 1층,상주시 경상대로 2559(가장동),경상북도 상주시 가장동 386번지,1126,1126
568,상주시,신흥동,공공용,학교시설,경북대학교 상주캠퍼스 생활관 지하 1층,상주시 경상대로 2559(가장동),경상북도 상주시 가장동 386번지,130,130
569,상주시,신흥동,공공용,학교시설,경북대학교 상주캠퍼스 학생회관 지하 1층,상주시 경상대로 2559(가장동),경상북도 상주시 가장동 386번지,127,127
570,상주시,신흥동,공공용,학교시설,경북대학교 상주캠퍼스 1호관 지하 1층,상주시 경상대로 2559(가장동),경상북도 상주시 가장동 386번지,116,116
571,상주시,신흥동,공공용,학교시설,경북대학교 상주캠퍼스 2호관 지하 1층,상주시 경상대로 2559(가장동),경상북도 상주시 가장동 386번지,129,129
572,상주시,신흥동,공공용,학교시설,경북대학교 상주캠퍼스 3호관 지하 1층,상주시 경상대로 2559(가장동),경상북도 상주시 가장동 386번지,128,128
573,상주시,신흥동,공공용,학교시설,경북대학교 상주캠퍼스 4호관 지하 1층,상주시 경상대로 2559(가장동),경상북도 상주시 가장동 386번지,443,443
574,상주시,신흥동,공공용,학교시설,경북대학교 상주캠퍼스 5호관 지하 1층,상주시 경상대로 2559(가장동),경상북도 상주시 가장동 386번지,283,283
575,상주시,신흥동,공공용,학교시설,경북대학교 상주캠퍼스 도서관 지하 1층,상주시 경상대로 2559(가장동),경상북도 상주시 가장동 386번지,750,750
576,상주시,신흥동,공공용,주거시설,청구타운아파트 지하주차장 1층,상주시 경상대로 2811(신봉동),경상북도 상주시 신봉동 537번지 1호,2123,2123
577,상주시,신흥동,공공용,주거시설,현대아파트 지하주차장 1층,상주시 상산로 174(신봉동),경상북도 상주시 신봉동 165번지 2호,3061,3061
578,상주시,함창읍,공공용,주거시설,함창LH천년나무 1단지 아파트 지하주차장 1층,상주시 함창읍 구향4길 15,경상북도 상주시 함창읍 구향리 609,4866,4866
579,상주시,북문동,공공용,관공서,상주시 의회청사 지하 1층,상주시 중앙로 111(무양동),경상북도 상주시 무양동 33-4,294.22,294
580,상주시,함창읍,공공용,종교시설,함창장로교회 지하 1층,상주시 함창시장2길 37-15,경상북도 상주시 함창읍 구향리 130,60,60
581,상주시,외남면,공공용,관공서,외남면행정복지센터 지하 1층,상주시 외남면 석단로 932,경상북도 상주시 외남면 신상리 283-2,85,85
582,상주시,이안면,공공용,관공서,이안면행정복지센터 지하 1층,상주시 이안면 양범안룡길 46,경상북도 상주시 이안면 양범리 281-1,88,88
583,문경시,문경읍,공공용,의료시설,문경시립요양병원 지하1층,경북 문경시 문경읍 여우목로 31,경북 문경시 문경읍 하리 360,235,235
584,문경시,가은읍,공공용,문화·집회시설,문경석탄박물관 갱도체험장 지하1층,경북 문경시 가은읍 왕능길 112,경북 문경시 가은읍 왕능리 432-5,1805,1805
585,문경시,점촌1동,공공용,주거시설,에이스아파트 지하주차장 1층,경북 문경시 돈달산길 13,경북 문경시 점촌동 594,1533,1533
586,문경시,점촌1동,공공용,복지시설,문경시 노인복지관 지하주차장 1층,경북 문경시 점촌5길 20,경북 문경시 점촌동 224,2513,2513
587,문경시,점촌2동,공공용,상업시설,중앙시장상가 지하주차장 1층,경북 문경시 중앙로 87,경북 문경시 점촌동 197-14,1253,1253
588,문경시,점촌3동,공공용,주거시설,푸른숲아파트 지하주차장 1층,경북 문경시 돈달로 199,경북 문경시 흥덕동 631-1,6063,6063
589,문경시,점촌3동,공공용,주거시설,e-편한세상 상무아파트 지하주차장 1층,경북 문경시 호서로 177,경북 문경시 흥덕동 827,4303,4303
590,문경시,점촌4동,공공용,주거시설,신평마을아파트 지하1층,경북 문경시 공평로 58-9,경북 문경시 공평동 404-13,113.65,113
591,문경시,점촌5동,공공용,주거시설,현대아파트 지하주차장 1층,경북 문경시 시청3길 10,경북 문경시 모전동 264,1147,1147
592,문경시,점촌5동,공공용,주거시설,대동아파트 지하주차장 1층,경북 문경시 매봉4길 15,경북 문경시 모전동 869,5920,5920
593,문경시,점촌5동,공공용,주거시설,남도맨션 지하주차장 1층,경북 문경시 모전로 94,경북 문경시 모전동 118-4,3262,3262
594,문경시,점촌5동,공공용,관공서,문경시청 지하 1층,경북 문경시 당교로 225,경북 문경시 모전동 220,661,661
595,문경시,점촌5동,공공용,주거시설,브리티시 지하주차장 1층,경북 문경시 당교로 231,경북 문경시 모전동 860-11,1156,1156
596,문경시,점촌5동,공공용,주거시설,신원아침도시아파트 지하주차장 1층,경북 문경시 여중1길 30,경북 문경시 모전동 949,7586,7586
597,문경시,점촌5동,공공용,주거시설,문경코아루아파트 지하주차장 1층,경북 문경시 당교6길 25,경북 문경시 모전동 1150,15317,15317
598,문경시,점촌1동,공공용,주거시설,점촌코아루아파트 지하주차장 1층,경북 문경시 상신로 115,경북 문경시 모전동 948,2865,2865
599,경산시,서부2동,공공용,주거시설,경남신성아파트(110동 1-2호라인앞지하주차장 1층),경산시 성암로21길 69(중산동),경산시 중산동 35번지 3호,14344,14344
600,경산시,진량읍,공공용,주거시설,"보국웰리치(지하주차장 1층,2층)",경산시 진량읍 해든길 11,경산시 진량읍 205번지 1호,10035,10035
601,경산시,동부동,공공용,주거시설,부영6차사랑으로 아파트 (지하주차장 1층),경산시 백자로 10길 11,경산시 사동 148번지,57316,57316
602,경산시,압량읍,공공용,주거시설,"신대팰리스(104,5,6,7,8동 지하1층 주차장)",경산시 압독2로 45,경산시 압량면 485번지,8648,8648
603,경산시,진량읍,공공용,주거시설,"삼주1차봉황타운(101,2,3동 지하1층 주차장)",경산시 진량읍 봉황길 31,경산시 진량읍 71번지 1호,4621,4621
604,경산시,진량읍,공공용,주거시설,삼주봉황3차아파트(지하주차장 1층),경산시 진량읍 봉황길 21,경산시 진량읍 62번지 16호,3148,3148
605,경산시,진량읍,공공용,주거시설,"삼주봉황4차아파트(501,6동 지하1층주차장)",경산시 진량읍 봉황길 72,경산시 진량읍 100번지,7759,7759
606,경산시,진량읍,공공용,주거시설,선화청구타운(지하주차장 1층),경산시 진량읍 영청길 22,경산시 진량읍 731번지,2876,2876
607,경산시,서부1동,공공용,주거시설,성암산신동아파밀리에(110동대 지하주차장 1층),경산시 장산로4길 10,경산시 옥곡동 85번지 1호,45849,45849
608,경산시,하양읍,공공용,주거시설,우방3차아파트(지하주차장 1층),경산시 하양읍 문화로 3,경산시 하양읍 130번지 8호,3478,3478
609,경산시,하양읍,공공용,주거시설,청구아파트(지하주차장 1층),경산시 하양읍 하양로33길 6,경산시 하양읍 1082번지 1호,4486,4486
610,경산시,하양읍,공공용,주거시설,청구2차아파트(지하주차장 1층),경산시 하양읍 하양로 202-8,경산시 하양읍 740번지 1호,3398,3398
611,경산시,하양읍,공공용,주거시설,"하양롯데아파트(지하주차장 1층,2층)",경산시 하양읍 대학로298길 20-9,경산시 하양읍 392번지 1호,4747,4747
612,경산시,하양읍,공공용,주거시설,"2차롯데낙천대아파트(지하주차장 1층,2층)",경산시 하양읍 대학로295길 26,경산시 하양읍 407번지 1호,10248,10248
613,경산시,하양읍,공공용,주거시설,동신타운(지하주차장 1층),경산시 하양읍 무학로 6,경산시 하양읍 112번지 6호,3022,3022
614,경산시,하양읍,공공용,상업시설,"크레용시티(지하주차장 1층,2층,3층,4층)",경산시 하양읍 하양로 69,경산시 하양읍 117번지 20호,4408,4408
615,경산시,와촌면,공공용,주거시설,예다인아파트(지하주차장 1층),경산시 금송로 325,경산시 와촌면 594번지 1호,2006,2006
616,경산시,압량읍,공공용,주거시설,"부적주공아파트(106동,107동 지하1층 주차장)",경산시 압량면 조산로 26,경산시 압량면 777번지,1521,1521
617,경산시,압량읍,공공용,주거시설,"윤성3차아파트(101동,102동 지하1층 주차장)",경산시 압량면 연지길 152,경산시 압량면 47번지,1421,1421
618,경산시,압량읍,공공용,주거시설,한라빌라트(101동 지하1층 주차장),경산시 압량면 화랑로63길 3,경산시 압량면 537번지,376,376
619,경산시,서부2동,공공용,교통시설,옥산2지구공영주차장(지하주차장 1층),경산시 강변서로 51길 49,경산시 옥산동 725번지 1호,9167,9167
620,경산시,서부1동,공공용,주거시설,"옥산청구타운(103,105동 지하주차장 1층)",경산시 성암로8길 24,경산시 옥산동 884번지 2호,5721,5721
621,경산시,서부1동,공공용,주거시설,"부영우리마을(205,207동 지하주차장 1층)",경산시 경산로 26,경산시 옥곡동 829번지 1호,2003,2003
622,경산시,북부동,공공용,복지시설,영남대학교중앙도서관(지하1층),경산시 대학로 280(대동),경산시 대동 214번지 1호,1717,1717
623,경산시,북부동,공공용,상업시설,조아아울렛(지하1층),경산시 강변동로 278(대평동),경산시 대평동 439번지 7호,4632,4632
624,경산시,북부동,공공용,교통시설,영남대역(지하1층),경산시 대학로 지하 270(대동),경산시 대동 201번지 1호,8900,8900
625,경산시,서부2동,공공용,주거시설,"귀빈타운(104, 105동 앞 지하주차장 1층)",경산시 대학로12길 24(정평동),경산시 정평동 222번지,5395,5395
626,경산시,서부2동,공공용,주거시설,우방맨션1차(101동 102동 사이 지하주차장 1층),경산시 대학로16길 6(정평동),경산시 정평동 138번지 6호,1729,1729
627,경산시,서부2동,공공용,주거시설,"현대타운(109동, 110동 사이 지하1층주차장)",경산시 대학로9길 8(정평동),경산시 정평동 130번지,8509,8509
628,경산시,남부동,공공용,주거시설,부영초록마을(106동 지하1층 주차장),경산시 백천동로 5(백천동),경산시 백천동 571번지 1호,10080,10080
629,경산시,남부동,공공용,주거시설,"신나리아파트(101,102동 지하1층 주차장)",경산시 경청로222길 8(백천동),경산시 백천동 588번지 1호,11009,11009
630,경산시,남부동,공공용,주거시설,"상방주공아파트(105,107동 지하1층 주차장)",경산시 남매로6길 7(상방동),경산시 상방동 292번지,3016,3016
631,경산시,중앙동,공공용,관공서,경산시청(본관 지하1층),경산시 남매로 159(중방동),경산시 중방동 701번지 17호,281,281
632,경산시,중앙동,공공용,주거시설,"삼북주공아파트(106동,107동 지하1층 주차장)",경산시 장산로 152(삼북동),경산시 삼북동 27번지,529,529
633,경산시,중방동,공공용,교통시설,"임당역(지하 1층, 2층, 3층)",경산시 대학로 지하 170,경산시 중방동 50번지 4호,9607,9607
