시도,시군구,읍면동,리,지번,위도_도,위도_분,위도_초,경도_도,경도_분,경도_초,취약지역지정사유및목적,소유별
경상북도,안동시,남후면,무릉리,산61임,36,31,3.376,128,41,41.473,조사지는 기슭으로 침식 및 뿌리노출이 나타나고 있고 집중호우 시 유출되는 토사가 하부 마을생활권에 피해를 줄 우려가 있어 취약지역으로의 선정이 필요함.,사유림
경상북도,안동시,남후면,무릉리,522-3임,36,31,19.999,128,41,8.041,붕괴가 나타난 사면으로 하부에 불안정한 뜬돌이 존재하고 붕괴가 일어난 주변으로 사면이 노출되어 있어 강우 시 붕괴 및 세굴 등이 추가적으로 나타날 가능성이 존재함으로 적절한 사방대책이 필요하다 판단됨,사유림
경상북도,안동시,남후면,무릉리,산173구,36,30,39,128,41,24,전반적으로 계류의 단차가 낮고 퇴적물 적치량이 많으며 침식지가 길게 형성되어 있어 취약지역으로의 선정이 필요하다 판단됨.,사유림
경상북도,안동시,남후면,무릉리,산87-1임,36,30,49.356,128,41,9.228,"중경사 산지계류로 다수의 퇴적지와 일부 수목전도가 관찰되며, 유출된 토석류와 전도목이 하부로 이동 시 피해가 예상됨.",사유림
경상북도,안동시,남후면,무릉리,산3임,36,31,40.577,128,40,29.602,"사면 상부 뜬돌이 해빙기에 하부 인가에 피해줄 우려되며, 토사층으로 표층유실로 인한 토사유출 가능성이 있음",사유림
경상북도,안동시,남후면,무릉리,산49-3임,36,31,36.479,128,40,51.508,암반층으로 절리가 발달하여 낙석 발생가능성이 있어 산지사방 및 대피체계 구축 필요,사유림
경상북도,안동시,남후면,무릉리,산66-3임,36,31,8.2,128,41,29.8,"사면부 이완암의 균열이 관찰되고 있으며, 균열이 발달하여 낙석이 예상되므로 취약지역으로의 선정을 제안함. ",사유림
경상북도,안동시,남후면,개곡리,산101임,36,32,6.446,128,40,5.818,"토사와 암반이 혼재되어 있는 사면이며, 토사유출 및 낙석 우려되어 재해예방사업이 필요함",사유림
경상북도,안동시,남후면,검암리,산47-1,36,32,27.137,128,39,42.315,사면 하부 인가가 위치하고 있어 산사태 발생 시 인명 및 재산피해의 우려가 있으므로 취약지역으로 선정 및 관리가 필요할 것으로 사료됨,사유림
경상북도,안동시,남후면,검암리,920 구,36,32,11.299,128,39,19.9,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,남후면,검암리,925구,36,32,7.999,128,38,52,"전반적으로 기반암이 노출되어 있으나 표층유실, 수목전도, 뿌리노출 등 위험요소가 존재하고 자갈, 모래 등 퇴적물의 분포비율이 높아 취약지역으로 선정하는 것이 적절하다 판단됨",사유림
경상북도,안동시,남후면,검암리,산64임,36,32,41.848,128,39,30.222,낙석과 토사유출이 우려되어 하부 인가에 간접적 영향을 줄수 있어 재해예방사업이 필요함,사유림
경상북도,안동시,남후면,고하리,산271임(2),36,32,6.119,128,38,14.881,급경사의 산지계류로 퇴적지 및 다수의 표층유실이 발생하였으며 적체된 유목과 토석류로 인해 하부로 이동시 피해가 예상됨.,사유림
경상북도,안동시,남후면,고하리,산6임 안동 제2015-36호,36,32,26.301,128,38,9.002,암반이 전방적으로 노출되어 있으며 풍화도 심하여 균열이 나 있는 곳이 여러군데 관찰됨,사유림
경상북도,안동시,남후면,고상리,988대,36,29,52.429,128,36,8.249,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,남후면,고상리,537대,36,31,2.599,128,37,1.7,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,남후면,고상리,산14-1임 안동 제2015-37호,36,31,7.301,128,36,56.202,사면 내에 균열이 발생하여 산사태 및 토석류의 발생 가능성이 높아보임,사유림
경상북도,안동시,남후면,고상리,산45-1임,36,30,46.999,128,36,50,주민 인터뷰 시 매해 여름 강우 시마다 계류가 막히고 월류현상이 나타나 불편을 호소하고 있어 취약지역을 선정함,사유림
경상북도,안동시,남후면,고상리,산59임,36,30,38.59,128,36,41.142,뜬돌로 인한 낙석발생우려가 있고 암반층으로 불연속면이 불안정하여 하부 인가에 피해 가능성이있으므로 재해예방사업이 필요함,사유림
경상북도,안동시,남후면,고상리,산149임,36,29,49.112,128,36,6.941,"사면 내 암반과 토사가 혼합되어 있으며, 토사층으로 소규모 표층유실 우려",사유림
경상북도,안동시,남후면,상아리,761구,36,31,2.199,128,34,57.8,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,남후면,하아리,75임,36,32,19.399,128,34,27.1,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,남후면,하아리,산53임,36,32,18.9,128,34,41.2,"본 대상지는 농경지와 연접하는 계류로 농경주 면담결과, 2019년 집중호우에 따른 토사 및 유수가 하류로 유출되어 농경지의 피해가 있었으나 복구하였으며 하부 하천정비시설물이 위치하고 있는 지역으로 조사되었음 현장조사 시 시점부하부로 암거가 위치하며 농경지와 계류의 표고차가 없고 농경지와 연접하는 계류의 양안에 석축이 시설되어 있으나 상류로 갈수록 침식이 발달되어 있어 추후 집중호우 시 토석류 발생에 따른 하부 보호시설의 피해 우려가 잠재되어 있기에 산사태 취약지역 지정·심의 대상지로 선정하였음 ",사유림
경상북도,안동시,남후면,하아리,132전,36,32,32.399,128,34,19.1,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,남후면,하아리,377구 안동 제2015-38호,36,32,28.601,128,34,38.002,저수지가 존재하지만 월류로 인하여 인가에 피해를 주고 주민은 저수지가 무너질까봐 불안해 하고 있음,사유림
경상북도,안동시,남후면,하아리,산66임 안동 제2015-39호,36,32,30.101,128,34,22.002,계류내 유목이 다수 존재하고 수목 전도 현상도 간간히 보임 상부로 갈 수록 계류의 경사가 급해지고 굉장히 계류도 깊어 잠재적 위험성이 높을 것으로 예상됨,사유림
경상북도,안동시,남후면,단호리,1339구,36,33,17.302,128,35,59.329,"중경사 계곡 내 퇴적지, 수목전도 및 토사붕괴가 존재하여 하부로 이동 시 피해가 예상됨.",사유림
경상북도,안동시,남선면,신석리,산19임,36,32,9.785,128,46,15.925,"계류 구간 내 다수의 수목전도, 계상침식, 퇴적지 및 표층유실 등이 관찰되었으며, 토석류로 인해 하류의 인가와 전답에 피해가 예상됨.",사유림
경상북도,안동시,남선면,신석리,산13임 안동 제2015-41호,36,32,20.799,128,46,35.7,하부 하천으로 연결되지만 인가와 인접한 사면의 붕괴가 있어 강우 시 추가 붕괴의 우려가 있는 지역으로 산사태 발생 우려지역으로 지정하여 관리가 필요할 것으로 생각됨.,사유림
