연번,시도,시군구,읍면동,리,지번,(위도)도,(위도)분,(위도)초,(경도)도,(경도)분,(경도)초,취약지역유형,지정면적(제곱미터),데이터기준일자
4111,경상북도,문경시,문경읍,용연리,산77-1번지,36,46,24.499,128,10,47.448,토석류,30000,2026-06-04
4112,경상북도,문경시,문경읍,용연리,113-1대,36,46,25.894,128,10,47.730,토석류,1201.2,2026-06-04
4113,경상북도,문경시,호계면,호계리,산94임,36,40,45.799,128,10,47.600,산사태,400,2026-06-04
4114,경상북도,문경시,호계면,호계리,산84임,36,40,54.101,128,10,49.402,토석류,0,2026-06-04
4115,경상북도,문경시,문경읍,용연리,산39임,36,46,33.943,128,10,55.281,토석류,0,2026-06-04
4116,경상북도,문경시,문경읍,갈평리,산158-1임,36,47,4.994,128,11,2.091,토석류,0,2026-06-04
4117,경상북도,문경시,마성면,외어리,산154구,36,42,12.799,128,11,4.000,토석류,0,2026-06-04
4118,경상북도,문경시,문경읍,중평리,산102임,36,48,17.192,128,11,7.364,토석류,4238.42,2026-06-04
4119,경상북도,문경시,문경읍,용연리,산41임,36,46,32.399,128,11,16.600,토석류,1628.01,2026-06-04
4120,경상북도,문경시,문경읍,갈평리,산158-1임,36,47,8.299,128,11,21.200,토석류,1555,2026-06-04
4121,경상북도,문경시,문경읍,중평리,산92-1임,36,48,5.919,128,11,22.737,토석류,1036.8,2026-06-04
4122,경상북도,문경시,문경읍,용연리,44-1답,36,46,30.599,128,11,26.100,토석류,2012.4,2026-06-04
4123,경상북도,문경시,문경읍,용연리,산42임,36,46,40.099,128,11,39.300,토석류,1884.65,2026-06-04
4124,경상북도,문경시,산북면,석봉리,719임,36,43,12.799,128,11,43.200,토석류,0,2026-06-04
4125,경상북도,문경시,문경읍,갈평리,산160임,36,47,1.499,128,11,45.400,토석류,1831.2,2026-06-04
4126,경상북도,문경시,산북면,석봉리,산54-2,36,43,52.128,128,11,44.953,토석류,0,2026-06-04
4127,경상북도,문경시,문경읍,중평리,산81임,36,48,2.499,128,11,48.500,토석류,3294.72,2026-06-04
4128,경상북도,문경시,점촌동,,산13-12,36,35,59.637,128,11,42.716,토석류,0,2026-06-04
4129,경상북도,문경시,문경읍,갈평리,"산9,산10",36,47,4.099,128,11,57.341,토석류,0,2026-06-04
4130,경상북도,문경시,흥덕동,,산18-15 임,36,36,9.499,128,11,51.900,토석류,5118,2026-06-04
4131,경상북도,문경시,흥덕동,,산4-1임,36,36,42.499,128,12,10.300,토석류,1504.8,2026-06-04
4132,경상북도,문경시,호계면,우로리,산85임,36,39,0.701,128,12,15.302,토석류,0,2026-06-04
4133,경상북도,문경시,흥덕동,,산1-1임,36,36,47.000,128,12,14.999,토석류,0,2026-06-04
4134,경상북도,문경시,산북면,석봉리,산126-1임,36,43,25.499,128,12,29.600,토석류,0,2026-06-04
4135,경상북도,문경시,산북면,석봉리,451-3임,36,43,33.601,128,12,32.602,토석류,0,2026-06-04
4136,경상북도,문경시,호계면,막곡리,산26-1임,36,37,40.301,128,12,31.502,토석류,0,2026-06-04
4137,경상북도,문경시,산북면,석봉리,493전,36,43,23.055,128,12,37.615,토석류,1170.4,2026-06-04
4138,경상북도,문경시,산북면,석봉리,산136임,36,43,23.001,128,12,45.002,토석류,0,2026-06-04
4139,경상북도,문경시,호계면,구산리,산56-3임,36,37,56.101,128,12,53.802,토석류,0,2026-06-04
4140,경상북도,문경시,문경읍,중평리,산45,36,47,46.099,128,13,7.941,산사태,0,2026-06-04
4141,경상북도,문경시,호계면,구산리,산40임,36,38,7.001,128,13,6.702,토석류,0,2026-06-04
4142,경상북도,문경시,호계면,구산리,산46-2임,36,38,4.699,128,13,11.100,토석류,2811.2,2026-06-04
4143,경상북도,문경시,문경읍,중평리,산45임,36,47,44.699,128,13,19.100,토석류,48.41,2026-06-04
4144,경상북도,문경시,호계면,구산리,산31-1임,36,38,34.599,128,13,16.900,토석류,1482.8,2026-06-04
4145,경상북도,문경시,산양면,반곡리,산39임,36,36,50.908,128,13,18.789,토석류,1203.24,2026-06-04
4146,경상북도,문경시,산북면,김용리,450 구,36,43,34.092,128,13,28.108,토석류,0,2026-06-04
4147,경상북도,문경시,영순면,율곡리,산62-3,36,32,32.423,128,13,40.296,산사태,30000,2026-06-04
4148,경상북도,문경시,영순면,의곡리,산68-1임,36,33,42.699,128,13,28.500,토석류,0,2026-06-04
4149,경상북도,문경시,호계면,지천리,산82임,36,39,43.901,128,13,32.502,토석류,8586,2026-06-04
4150,경상북도,문경시,산북면,호암리,501구,36,46,2.699,128,13,44.000,토석류,3649.86,2026-06-04
4151,경상북도,문경시,산북면,호암리,산83외,36,45,19.839,128,13,49.000,산사태,5608,2026-06-04
4152,경상북도,문경시,영순면,율곡리,산38임,36,33,9.576,128,13,54.988,산사태,700.81,2026-06-04
4153,경상북도,문경시,산북면,거산리,산126-1,36,43,36.190,128,14,3.531,토석류,2851,2026-06-04
4154,경상북도,문경시,산북면,호암리,산13임,36,46,1.999,128,14,7.600,토석류,2182.8,2026-06-04
4155,경상북도,문경시,산북면,거산리,산126-1임,36,43,19.899,128,14,8.100,산사태,1265.3,2026-06-04
4156,경상북도,문경시,산북면,호암리,513번지,36,45,59.540,128,14,13.043,토석류,10000,2026-06-04
4157,경상북도,문경시,산북면,이곡리,592번지,36,41,32.128,128,14,20.654,토석류,10000,2026-06-04
4158,경상북도,문경시,산북면,전두리,산16임,36,44,54.000,128,14,28.999,토석류,0,2026-06-04
4159,경상북도,문경시,동로면,명전리,산26임,36,52,5.999,128,14,34.400,토석류,1641.6,2026-06-04
4160,경상북도,문경시,산북면,우곡리,산21,36,42,13.935,128,14,35.461,산사태,10000,2026-06-04
4161,경상북도,문경시,영순면,말응리,산18,36,32,56.630,128,14,32.771,산사태,30000,2026-06-04
4162,경상북도,문경시,산북면,거산리,507-8구,36,43,27.405,128,14,44.401,토석류,1320,2026-06-04
4163,경상북도,문경시,산북면,창구리,265-1 임,36,45,41.099,128,14,45.641,산사태,0,2026-06-04
4164,경상북도,문경시,산북면,우곡리,산20-1임,36,42,20.000,128,14,44.000,산사태,900,2026-06-04
4165,경상북도,문경시,산북면,전두리,산2,36,44,29.213,128,14,45.267,산사태,20000,2026-06-04
4166,경상북도,문경시,동로면,생달리,산98임,36,48,44.999,128,14,57.041,토석류,0,2026-06-04
4167,경상북도,문경시,동로면,명전리,949구,36,50,50.443,128,14,59.137,토석류,3452.24,2026-06-04
4168,경상북도,문경시,산북면,전두리,311번지,36,44,48.406,128,14,56.634,토석류,15000,2026-06-04
4169,경상북도,문경시,산북면,가좌리,산37임,36,46,43.501,128,14,57.902,토석류,0,2026-06-04
4170,경상북도,문경시,산북면,창구리,산35-1임,36,45,35.000,128,14,57.999,토석류,0,2026-06-04
4171,경상북도,문경시,산북면,전두리,산105임,36,44,18.399,128,14,58.800,토석류,0,2026-06-04
4172,경상북도,문경시,산북면,창구리,245번지,36,45,49.709,128,15,1.395,토석류,20000,2026-06-04
4173,경상북도,문경시,동로면,명전리,산29-2임,36,50,50.701,128,15,4.697,토석류,5443,2026-06-04
4174,경상북도,문경시,산북면,이곡리,산22임,36,41,41.463,128,15,10.557,산사태,7000,2026-06-04
4175,경상북도,문경시,산북면,창구리,산20임,36,45,50.299,128,15,13.800,토석류,3815.2,2026-06-04
4176,경상북도,문경시,산북면,전두리,산46임,36,44,57.501,128,15,14.302,토석류,0,2026-06-04
4177,경상북도,문경시,산북면,우곡리,산30,36,42,6.548,128,15,14.193,산사태,10000,2026-06-04
4178,경상북도,문경시,산북면,창구리,349구,36,45,52.401,128,15,18.246,토석류,2895.2,2026-06-04
4179,경상북도,문경시,동로면,생달리,산 60-1 도,36,48,6.799,128,15,23.000,토석류,1152,2026-06-04
4180,경상북도,문경시,영순면,말응리,산2임,36,33,21.000,128,15,15.000,산사태,522.75,2026-06-04
4181,경상북도,문경시,산북면,이곡리,산23-1,36,41,43.618,128,15,20.207,산사태,6000,2026-06-04
4182,경상북도,문경시,영순면,사근리,1148도,36,33,47.516,128,15,15.958,토석류,764,2026-06-04
4183,경상북도,문경시,산북면,대상리,산16임,36,39,34.000,128,15,20.000,토석류,0,2026-06-04
4184,경상북도,문경시,산북면,대상리,산19임,36,39,32.801,128,15,21.002,토석류,0,2026-06-04
4185,경상북도,문경시,산북면,전두리,산91-1임,36,44,20.799,128,15,28.900,토석류,0,2026-06-04
4186,경상북도,문경시,영순면,말응리,산90임,36,32,24.323,128,15,24.029,산사태,2028.73,2026-06-04
4187,경상북도,문경시,산북면,대하리,산60임,36,39,45.901,128,15,31.202,토석류,0,2026-06-04
4188,경상북도,문경시,동로면,생달리,산69-1 임,36,48,41.599,128,15,36.800,토석류,2808.36,2026-06-04
4189,경상북도,문경시,산북면,대하리,산56-4,36,39,54.664,128,15,33.043,토석류,2073,2026-06-04
4190,경상북도,문경시,동로면,생달리,산72임,36,48,51.200,128,15,41.623,토석류,431,2026-06-04
4191,경상북도,문경시,산북면,종곡리,산72임,36,42,5.001,128,15,38.502,토석류,0,2026-06-04
4192,경상북도,문경시,영순면,말응리,산93임,36,32,29.799,128,15,36.100,토석류,0,2026-06-04
4193,경상북도,문경시,산북면,전두리,산38-1 임,36,45,11.171,128,15,49.860,산사태,240,2026-06-04
4194,경상북도,문경시,동로면,생달리,622-1천,36,47,15.999,128,15,52.600,산사태,140,2026-06-04
4195,경상북도,문경시,산북면,전두리,산38-1임,36,45,4.836,128,15,54.995,산사태,0,2026-06-04
4196,경상북도,문경시,영순면,이목리,산57-1임,36,33,20.121,128,15,52.219,산사태,831.34,2026-06-04
4197,경상북도,문경시,영순면,금림리,236전,36,33,51.698,128,15,52.437,토석류,2779.2,2026-06-04
4198,경상북도,문경시,동로면,생달리,119 답,36,47,22.699,128,16,5.500,토석류,1587.6,2026-06-04
4199,경상북도,문경시,산북면,소야리,산47-4임,36,43,51.499,128,16,19.500,토석류,0,2026-06-04
4200,경상북도,문경시,산북면,종곡리,산17임,36,42,9.532,128,16,23.798,토석류,2066.4,2026-06-04
4201,경상북도,문경시,동로면,노은리,산125임,36,46,32.702,128,16,51.518,토석류,6481.08,2026-06-04
4202,경상북도,문경시,영순면,이목리,산31-1임,36,33,34.812,128,16,51.336,토석류,0,2026-06-04
4203,경상북도,문경시,영순면,달지리,산17,36,34,1.918,128,16,55.505,산사태,40000,2026-06-04
4204,경상북도,문경시,동로면,노은리,산108임,36,46,32.821,128,17,3.049,토석류,1155.96,2026-06-04
4205,경상북도,문경시,동로면,노은리,701번지,36,46,32.972,128,17,3.201,토석류,10000,2026-06-04
4206,경상북도,문경시,영순면,달지리,산15임,36,34,6.799,128,17,0.100,토석류,0,2026-06-04
4207,경상북도,문경시,동로면,수평리,산75임,36,44,44.447,128,17,9.082,토석류,4592,2026-06-04
4208,경상북도,문경시,동로면,수평리,산93임,36,44,36.399,128,17,10.200,토석류,1479.6,2026-06-04
4209,경상북도,문경시,산북면,회룡리,산5임,36,40,7.701,128,17,21.402,산사태,0,2026-06-04
4210,경상북도,문경시,동로면,수평리,681답,36,44,10.499,128,17,27.100,토석류,2860,2026-06-04
4211,경상북도,문경시,동로면,적성리,산154임,36,46,37.759,128,17,32.807,토석류,1902,2026-06-04
4212,경상북도,문경시,동로면,수평리,산68임,36,44,44.999,128,17,37.600,토석류,2413.6,2026-06-04
4213,경상북도,문경시,동로면,수평리,산63임,36,44,11.544,128,17,38.824,토석류,1015.2,2026-06-04
4214,경상북도,문경시,산북면,가곡리,494임,36,40,30.699,128,17,38.500,토석류,1392,2026-06-04
4215,경상북도,문경시,산북면,내화리,산7임,36,41,43.999,128,17,40.200,토석류,0,2026-06-04
4216,경상북도,문경시,산북면,가곡리,397-7번지,36,40,24.599,128,17,42.116,토석류,10000,2026-06-04
4217,경상북도,문경시,동로면,적성리,산137임,36,46,38.399,128,18,11.900,토석류,0,2026-06-04
4218,경상북도,문경시,동로면,인곡리,산135임,36,42,29.901,128,18,10.102,토석류,0,2026-06-04
4219,경상북도,문경시,산양면,위만리,515-4구,36,39,9.410,128,18,16.838,토석류,1044.24,2026-06-04
4220,경상북도,문경시,동로면,마광리,산94-8임,36,41,47.801,128,18,20.002,토석류,11.4,2026-06-04
4221,경상북도,문경시,동로면,노은리,산52-2,36,45,50.023,128,18,29.071,토석류,0,2026-06-04
4222,경상북도,문경시,산양면,위만리,산10임,36,39,10.989,128,18,25.540,토석류,641.52,2026-06-04
4223,경상북도,문경시,동로면,간송리,1141구,36,44,22.799,128,18,32.400,토석류,1944.8,2026-06-04
4224,경상북도,문경시,동로면,적성리,산141임,36,47,7.501,128,18,34.302,토석류,0,2026-06-04
4225,경상북도,문경시,동로면,간송리,824,36,44,33.542,128,18,34.933,산사태,50000,2026-06-04
4226,경상북도,문경시,동로면,적성리,산135임,36,46,35.475,128,18,36.762,토석류,1262,2026-06-04
4227,경상북도,문경시,동로면,노은리,산50임,36,45,50.601,128,18,40.302,산사태,0,2026-06-04
4228,경상북도,문경시,동로면,마광리,365번지,36,41,14.395,128,18,42.045,토석류,10000,2026-06-04
4229,경상북도,문경시,동로면,마광리,804구,36,41,15.399,128,18,42.700,토석류,2118.4,2026-06-04
4230,경상북도,문경시,산북면,월천리,산52-1임,36,40,20.399,128,18,45.900,토석류,0,2026-06-04
4231,경상북도,문경시,산북면,월천리,355번지,36,40,7.689,128,18,50.242,토석류,30000,2026-06-04
4232,경상북도,문경시,동로면,간송리,산4-4임,36,45,21.401,128,19,18.302,산사태,0,2026-06-04
4233,경상북도,문경시,동로면,간송리,423임,36,44,19.944,128,19,18.885,토석류,0,2026-06-04
4234,경상북도,문경시,동로면,적성리,39번지,36,47,7.165,128,19,23.924,토석류,10000,2026-06-04
4235,경상북도,문경시,동로면,간송리,437-1임,36,44,20.801,128,19,22.702,토석류,0,2026-06-04
4236,경상북도,문경시,산북면,월천리,산18임,36,39,44.601,128,19,21.602,토석류,0,2026-06-04
4237,경상북도,문경시,동로면,간송리,산8-1임,36,45,27.000,128,19,31.999,산사태,555.15,2026-06-04
4238,경상북도,문경시,동로면,간송리,산8-1임,36,45,30.399,128,19,34.300,토석류,0,2026-06-04
4239,경상북도,문경시,동로면,석항리,산298-2임,36,47,28.001,128,20,7.602,산사태,0,2026-06-04
4240,경상북도,문경시,동로면,간송리,68번지,36,45,4.999,128,20,6.847,토석류,10000,2026-06-04
4241,경상북도,문경시,동로면,간송리,1093,36,44,58.197,128,20,18.842,토석류,1882,2026-06-04
4242,경상북도,문경시,동로면,석항리,산309임,36,47,24.601,128,20,26.602,토석류,0,2026-06-04
4243,경상북도,문경시,동로면,석항리,563번지,36,47,17.417,128,20,34.944,토석류,10000,2026-06-04
4244,경상북도,문경시,산북면,흑송리,산20임,36,39,9.401,128,20,35.102,토석류,0,2026-06-04
4245,경상북도,문경시,동로면,석항리,832번지,36,45,42.067,128,20,44.324,토석류,15000,2026-06-04
4246,경상북도,문경시,동로면,석항리,1329구,36,46,35.299,128,21,12.300,토석류,3751.2,2026-06-04
4247,경상북도,문경시,동로면,석항리,358-1,36,46,33.323,128,21,14.792,산사태,20000,2026-06-04
4248,경상북도,문경시,동로면,석항리,산411-1,36,47,28.997,128,21,22.883,산사태,0,2026-06-04
4249,경상북도,문경시,동로면,석항리,산19-1임,36,47,5.601,128,21,38.102,토석류,0,2026-06-04
4250,경상북도,문경시,동로면,석항리,산19-1임,36,47,0.601,128,21,42.202,토석류,0,2026-06-04
4251,경상북도,문경시,동로면,석항리,산28임,36,46,53.401,128,21,43.302,토석류,0,2026-06-04
4252,경상북도,문경시,동로면,석항리,산79,36,46,15.900,128,21,45.937,산사태,10000,2026-06-04
4253,경상북도,경산시,남천면,산전리,산179임,35,46,19.119,128,42,18.024,산사태,2077,2026-06-04
4254,경상북도,경산시,남천면,산전리,1057,35,47,16.589,128,42,35.690,토석류,2015,2026-06-04
4255,경상북도,경산시,남천면,산전리,산197임,35,46,27.177,128,42,42.067,산사태,1978,2026-06-04
4256,경상북도,경산시,남천면,대명리,산1-2임,35,46,29.280,128,42,43.239,산사태,992,2026-06-04
4257,경상북도,경산시,남천면,대명리,산1-2임,35,46,38.690,128,42,52.559,산사태,2867,2026-06-04
4258,경상북도,경산시,남천면,산전리,산193-1임,35,46,5.237,128,42,53.533,산사태,913,2026-06-04
4259,경상북도,경산시,남천면,산전리,산1-3임,35,47,19.551,128,43,7.853,토석류,208,2026-06-04
4260,경상북도,경산시,남천면,흥산리,산81임,35,44,47.474,128,43,12.396,산사태,1572,2026-06-04
4261,경상북도,경산시,남천면,삼성리,산56-15임,35,45,12.759,128,43,19.429,산사태,1322,2026-06-04
4262,경상북도,경산시,남천면,신석리,산113임,35,46,19.466,128,43,55.474,토석류,241,2026-06-04
4263,경상북도,경산시,남천면,협석리,220-8임,35,47,4.465,128,44,0.449,산사태,1114,2026-06-04
4264,경상북도,경산시,남천면,신석리,산90임,35,46,32.228,128,44,2.006,토석류,198,2026-06-04
4265,경상북도,경산시,남천면,신석리,산193구,35,46,34.617,128,44,3.901,토석류,76,2026-06-04
4266,경상북도,경산시,남천면,신석리,산123임,35,46,36.133,128,44,4.369,토석류,73,2026-06-04
4267,경상북도,경산시,와촌면,음양리,산163-10임,35,57,16.808,128,44,24.373,토석류,240,2026-06-04
4268,경상북도,경산시,와촌면,음양리,산168-1임,35,57,27.897,128,44,37.655,토석류,223,2026-06-04
4269,경상북도,경산시,와촌면,음양리,산168임,35,57,37.409,128,44,38.128,산사태,766,2026-06-04
4270,경상북도,경산시,남천면,금곡리,산32-1임,35,45,39.879,128,44,28.079,토석류,639,2026-06-04
4271,경상북도,경산시,와촌면,음양리,산128임,35,58,0.549,128,44,42.629,토석류,995,2026-06-04
4272,경상북도,경산시,남천면,하도리,산252임,35,42,40.609,128,44,31.029,토석류,1278,2026-06-04
4273,경상북도,경산시,남천면,하도리,산258임,35,42,43.959,128,44,31.330,토석류,698,2026-06-04
4274,경상북도,경산시,남천면,원리,산17임,35,44,14.363,128,44,40.859,산사태,1607,2026-06-04
4275,경상북도,경산시,남천면,하도리,산50-1임,35,43,33.690,128,44,47.720,토석류,697,2026-06-04
4276,경상북도,경산시,남천면,하도리,산45임,35,43,28.739,128,44,59.979,토석류,1127,2026-06-04
4277,경상북도,경산시,와촌면,대한리,산44임,35,58,50.030,128,45,22.350,토석류,1104,2026-06-04
4278,경상북도,경산시,남천면,신석리,산30임,35,46,40.632,128,45,12.434,토석류,245,2026-06-04
4279,경상북도,경산시,남천면,금곡리,산3-5임,35,45,31.827,128,45,12.094,토석류,398,2026-06-04
4280,경상북도,경산시,남천면,금곡리,산2-3임,35,45,31.705,128,45,12.157,산사태,9398,2026-06-04
4281,경상북도,경산시,사동,,산56-6임,35,48,10.289,128,45,15.193,토석류,78,2026-06-04
4282,경상북도,경산시,와촌면,음양리,산222임,35,57,10.020,128,45,23.869,토석류,1345,2026-06-04
4283,경상북도,경산시,와촌면,음양리,산70임,35,57,45.035,128,45,25.639,산사태,3215,2026-06-04
4284,경상북도,경산시,하양읍,청천리,산17-1임,35,52,48.790,128,45,41.100,산사태,227,2026-06-04
4285,경상북도,경산시,하양읍,청천리,산16-1임,35,52,51.909,128,45,43.398,산사태,1744,2026-06-04
4286,경상북도,경산시,점촌동,,산122임,35,47,17.149,128,45,48.641,토석류,159,2026-06-04
4287,경상북도,경산시,하양읍,대곡리,산32-2임,35,55,30.850,128,46,20.469,토석류,247,2026-06-04
4288,경상북도,경산시,와촌면,강학리,산1-1임,35,57,37.200,128,46,28.145,토석류,345,2026-06-04
4289,경상북도,경산시,하양읍,대곡리,산26-3임,35,55,27.150,128,46,29.429,토석류,1727,2026-06-04
4290,경상북도,경산시,하양읍,대곡리,산19-3임,35,55,26.162,128,46,30.478,산사태,1191,2026-06-04
4291,경상북도,경산시,하양읍,대곡리,산143-1임,35,55,7.999,128,46,31.044,토석류,274,2026-06-04
4292,경상북도,경산시,남천면,송백리,산247,35,44,49.320,128,46,28.419,토석류,1475,2026-06-04
4293,경상북도,경산시,와촌면,강학리,산55-5임,35,56,37.739,128,46,42.020,토석류,1217,2026-06-04
4294,경상북도,경산시,와촌면,강학리,산55-5임,35,56,36.684,128,46,45.198,토석류,311,2026-06-04
4295,경상북도,경산시,유곡동,,산33임,35,47,31.424,128,46,40.021,토석류,169,2026-06-04
4296,경상북도,경산시,하양읍,대곡리,산151,35,55,7.383,128,46,54.754,토석류,1166,2026-06-04
4297,경상북도,경산시,남천면,신방리,산59-1임,35,45,50.629,128,46,49.020,토석류,970,2026-06-04
4298,경상북도,경산시,남천면,신방리,산79임,35,45,30.587,128,47,10.980,토석류,149,2026-06-04
4299,경상북도,경산시,와촌면,신한리,산74임,35,57,18.183,128,47,23.903,토석류,222,2026-06-04
4300,경상북도,경산시,남천면,신방리,산80임,35,45,33.149,128,47,16.959,토석류,1581,2026-06-04
4301,경상북도,경산시,남산면,상대리,산25-2임,35,46,52.335,128,47,19.278,토석류,1053,2026-06-04
4302,경상북도,경산시,와촌면,대동리,산97-1임,35,58,21.148,128,47,45.040,토석류,187,2026-06-04
4303,경상북도,경산시,남천면,신방리,산218구,35,44,49.799,128,47,35.300,토석류,537,2026-06-04
4304,경상북도,경산시,와촌면,박사리,산17-12임,35,57,21.271,128,47,51.911,토석류,56,2026-06-04
4305,경상북도,경산시,남산면,조곡리,산76임,35,46,14.619,128,48,5.760,토석류,846,2026-06-04
4306,경상북도,경산시,남산면,조곡리,산63-7임,4267329,31,38.689,14338515,9,4.971,토석류,222,2026-06-04
4307,경상북도,경산시,남산면,사림리,산24임,35,45,15.984,128,49,8.659,산사태,2089,2026-06-04
4308,경상북도,경산시,남산면,연하리,산44임,35,45,56.680,128,49,43.169,산사태,782,2026-06-04
4309,경상북도,경산시,자인면,신관리,산95임,35,49,7.906,128,50,7.377,산사태,1475,2026-06-04
4310,경상북도,경산시,용성면,미산리,산40-1임,35,46,48.129,128,51,33.663,토석류,74,2026-06-04
4311,경상북도,경산시,용성면,고죽리,산188임,35,48,50.969,128,52,13.709,산사태,2042,2026-06-04
4312,경상북도,경산시,용성면,덕천리,산2임,35,47,49.318,128,52,50.698,산사태,1673,2026-06-04
4313,경상북도,경산시,용성면,도덕리,산42임,35,48,38.052,128,53,5.573,토석류,208,2026-06-04
4314,경상북도,경산시,용성면,부제리,산39-1임,35,46,53.011,128,53,13.046,토석류,248,2026-06-04
4315,경상북도,경산시,용성면,외촌리,산54-12,35,50,0.910,128,53,20.249,토석류,2874,2026-06-04
4316,경상북도,경산시,용성면,덕천리,산42임,35,48,24.461,128,53,54.916,토석류,297,2026-06-04
4317,경상북도,경산시,용성면,외촌리,산39-1임,35,49,59.210,128,53,59.040,토석류,559,2026-06-04
4318,경상북도,경산시,용성면,용전리,산43임,35,46,7.138,128,55,42.102,토석류,181,2026-06-04
4319,경상북도,경산시,용성면,용전리,산40-1,35,46,14.609,128,55,42.799,토석류,1169,2026-06-04
4320,경상북도,경산시,용성면,매남리,산13임,35,50,11.040,128,57,20.780,토석류,1137,2026-06-04
4321,경상북도,경산시,용성면,매남리,산33임,35,50,2.489,128,57,44.067,토석류,175,2026-06-04
4322,경상북도,경산시,남천면,산전리,산95임,35,47,8.861,128,41,38.435,토석류,2000,2026-06-04
4323,경상북도,경산시,남천면,산전리,산98임,35,47,4.132,128,41,54.253,산사태,1716.44,2026-06-04
4324,경상북도,경산시,남천면,산전리,1006천,35,47,3.997,128,42,1.102,토석류,1207.31,2026-06-04
4325,경상북도,경산시,남천면,산전리,산26임,35,47,18.399,128,42,38.300,토석류,58,2026-06-04
4326,경상북도,경산시,남천면,산전리,산113임,35,46,37.601,128,42,39.202,토석류,1191,2026-06-04
4327,경상북도,경산시,남천면,산전리,산192-40임,35,45,49.001,128,42,41.602,산사태,968,2026-06-04
4328,경상북도,경산시,남천면,산전리,1015천,35,45,51.799,128,42,42.300,토석류,4373,2026-06-04
4329,경상북도,경산시,남천면,산전리,산189-1임2016,35,46,16.098,128,42,46.841,산사태,4395.58,2026-06-04
4330,경상북도,경산시,남천면,산전리,산189-1임,35,46,4.001,128,42,49.902,산사태,2633,2026-06-04
4331,경상북도,경산시,남천면,흥산리,산94임,35,44,49.299,128,42,50.700,토석류,5834,2026-06-04
4332,경상북도,경산시,남천면,하도리,산324-1임,35,43,53.999,128,42,56.700,토석류,2007,2026-06-04
4333,경상북도,경산시,남천면,구일리,357전,35,47,53.399,128,43,6.200,토석류,198,2026-06-04
4334,경상북도,경산시,남천면,흥산리,산86-2임,35,44,47.099,128,43,4.900,토석류,2617,2026-06-04
4335,경상북도,경산시,사정동,,산7,35,48,54.9,128,43,14.22,토석류,300,2026-06-04
4336,경상북도,경산시,사정동,,산7임,35,48,54.799,128,43,14.400,토석류,1353,2026-06-04
4337,경상북도,경산시,남천면,삼성리,898구,35,45,17.999,128,43,14.000,토석류,1499,2026-06-04
4338,경상북도,경산시,남천면,삼성리,산73-2임,35,45,38.198,128,43,16.141,토석류,790.32,2026-06-04
4339,경상북도,경산시,남천면,흥산리,산118임,35,44,55.492,128,43,15.839,토석류,1062,2026-06-04
4340,경상북도,경산시,사정동,,산2-1임,35,48,53.699,128,43,20.800,토석류,984,2026-06-04
4341,경상북도,경산시,남천면,흥산리,659천,35,44,45.799,128,43,20.900,토석류,900,2026-06-04
4342,경상북도,경산시,남천면,삼성리,산61임,35,45,26.601,128,43,23.002,토석류,1142,2026-06-04
4343,경상북도,경산시,사정동,,314-4구,35,48,55.599,128,43,26.900,토석류,2672,2026-06-04
4344,경상북도,경산시,남천면,흥산리,669구,35,44,50.599,128,43,23.500,토석류,1341,2026-06-04
4345,경상북도,경산시,남천면,흥산리,659천,35,44,58.799,128,43,31.400,토석류,1341,2026-06-04
4346,경상북도,경산시,옥곡동,,산32-2임,35,48,24.399,128,43,52.700,토석류,3274,2026-06-04
4347,경상북도,경산시,와촌면,대한리,산138구,35,59,16.026,128,44,11.082,토석류,2000,2026-06-04
4348,경상북도,경산시,남천면,협석리,산71-1임,35,47,24.501,128,44,3.502,토석류,1667,2026-06-04
4349,경상북도,경산시,남천면,협석리,산65-1임,35,47,7.601,128,44,6.202,토석류,5511,2026-06-04
4350,경상북도,경산시,와촌면,대한리,산138구,35,59,13.999,128,44,27.000,토석류,361.52,2026-06-04
4351,경상북도,경산시,남천면,원리,산2-4임,35,44,27.414,128,44,17.273,토석류,1055.88,2026-06-04
4352,경상북도,경산시,하양읍,대곡리,산88임,35,55,47.199,128,44,29.500,토석류,249124,2026-06-04
4353,경상북도,경산시,백천동,,146-12임,35,48,2.631,128,44,23.158,산사태,17872,2026-06-04
4354,경상북도,경산시,백천동,,산55임,35,47,41.599,128,44,28.400,토석류,3000,2026-06-04
4355,경상북도,경산시,남천면,하도리,산117임,35,43,18.201,128,44,34.302,토석류,654,2026-06-04
4356,경상북도,경산시,남천면,신석리,산74임,35,46,16.701,128,44,38.102,토석류,1229,2026-06-04
4357,경상북도,경산시,와촌면,대한리,산132구,35,59,1.998,128,44,54.041,토석류,416.86,2026-06-04
4358,경상북도,경산시,와촌면,음양리,산102임,35,57,53.999,128,44,55.000,토석류,315.65,2026-06-04
4359,경상북도,경산시,남천면,금곡리,671구,35,45,38.528,128,44,46.388,토석류,380,2026-06-04
4360,경상북도,경산시,남천면,금곡리,산10-9임,35,45,35.699,128,44,47.400,토석류,740,2026-06-04
4361,경상북도,경산시,남천면,하도리,810천2016,35,42,34.698,128,44,46.041,토석류,1280.96,2026-06-04
4362,경상북도,경산시,남천면,원리,316구,35,44,13.299,128,44,48.000,토석류,1386,2026-06-04
4363,경상북도,경산시,남천면,금곡리,산54-3임,35,44,58.999,128,44,49.000,토석류,4116.27,2026-06-04
